"category","title","paper_ids","years","venues","tags","representative_scope_note","representative_gap_note","retrieved_via","source_runs"
"边界资料：其他量子网络","Exploring Quantum Materials with Resonant Inelastic X-Ray Scattering","openalex:W4405363591","2024-12","Physical Review X","`outside_taxonomy`","Quantum materials require probes that resolve coupled charge, lattice, spin, and orbital excitations.","The perspective does not introduce a specific taxonomy mechanism; interpretation, resolution, sample constraints, and theory–experiment inversion remain open.","openalex","teleportation-routing-rollback-gap"
"边界资料：其他量子网络","Learning in Low-Dimensional Subspaces: Orthogonal Bottlenecks for Reinforcement Learning","arxiv:2605.26012v2","2026-05","arXiv","algebraic_equivalence_unification; architectural_operator_substitution; structural_prior_encoding","Unnecessarily high-dimensional RL representations increase complexity and instability.","Adaptive rank selection beyond linear realizability and across harder tasks remains open.","arxiv","atomic-batch-quantum-routing"
"边界资料：其他量子网络","MoE Adapter for Large Audio Language Models: Sparsity, Disentanglement, and Gradient-Conflict-Free","semanticscholar:8d795df1e501a048144d24f9ea9c96c82759c9e8","2026-01","Annual Meeting of the Association for Computational Linguistics","decompose_and_delegate; heterogeneous_decomposition","A shared dense adapter creates gradient conflict among heterogeneous acoustic attributes.","Expert collapse, causal disentanglement, and robustness to unseen audio mixtures remain unestablished.","semanticscholar","atomic-batch-quantum-routing"
"边界资料：其他量子网络","Nearest-Neighbourless Asymptotically Optimal Motion Planning with Fully Connected Informed Trees","openalex:W4413945696","2025-05","robotics venue","architectural_operator_substitution","Removes nearest-neighbour queries from informed tree planning.","Classical planning ancestor; warns that a new state-space search primitive alone is not quantum-specific.","openalex","single-teleportation-routing-gap-audit_3"
"边界资料：其他量子网络","Optimization algorithms benchmarking and intra-architecture gate mapping studies for the variational quantum eigensolver","openalex:W7139250470","2026-01","","outside_taxonomy","VQE mapping and benchmarking.","Irrelevant.","openalex","teleportation-purification-memory-gap"
"边界资料：其他量子网络","Path-Based Quantum Meta-Learning for Adaptive Optimization of Reconfigurable Intelligent Surfaces","semanticscholar:49184b0df1239a52e1662f034f9566de08cd8b70","2026-04","IEEE Wireless Communications Letters","`relax_discrete_search_to_continuous`; br>`decompose_and_delegate`","Non-convex RIS phase optimization must adapt rapidly to mobility and interference without searching all control configurations.","The claimed quantum advantage, noise sensitivity, path-selection stability, and real-time hardware cost are unclear, with no optimality or safety guarantee.","semanticscholar","teleportation-routing-rollback-gap"
"边界资料：其他量子网络","Quantum Artificial Intelligence: A Brief Survey","openalex:W4404021176","2024-11","KI - Künstliche Intelligenz","`outside_taxonomy`; outside_taxonomy","The conditions under which quantum computing benefits AI, or AI benefits quantum systems, remain unclear.","It does not execute a specific taxonomy mechanism; credible quantum advantage, data loading, noise tolerance, and AI-assisted device control remain unresolved.","openalex","atomic-batch-quantum-routing; logical-swap-execution-gap_2; purification-memory-routing-audit; teleportation-routing-rollback-gap"
"边界资料：其他量子网络","Quantum federated learning: a comprehensive literature review of foundations, challenges, and future directions","openalex:W4412526839","2025-07","Quantum Machine Intelligence","outside_taxonomy","Fragmented quantum federated-learning literature lacks a common taxonomy and evaluation basis.","No controlled evidence establishes quantum advantage over classical FL under realistic noise and communication budgets.","openalex","atomic-batch-quantum-routing"
"边界资料：其他量子网络","Roadmap on quantum thermodynamics","openalex:W4416385805","2025-11","Quantum Science and Technology","`outside_taxonomy`","The roadmap consolidates progress and near-term challenges across quantum thermodynamics.","It is a field-level synthesis rather than one executed ideation pattern; cross-platform scaling and experimentally testable thermodynamic advantages remain open.","openalex","teleportation-routing-rollback-gap"
"边界资料：其他量子网络","Trends in quantum reinforcement learning: State‐of‐the‐arts and the road ahead","openalex:W4403089827","2024-10","ETRI Journal","outside_taxonomy","Quantum RL seeks scalable, parameter-efficient learning and multi-agent coordination.","Hardware-backed advantage and robust federated, split-learning, and control demonstrations remain missing.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","A Convex Formulation of Game-Theoretic Hierarchical Routing","openalex:W4410491860","2025-01","IEEE Control Systems Letters","`decompose_and_delegate`; br>`reframe_as_solvable_object`","Hierarchical routing couples discrete route assignment with noncooperative lower-level vehicle objectives, creating a difficult bilevel problem.","Branch-and-bound may not scale; uncertainty, dynamic replanning, decentralized information, and interruption or rollback of assigned routes remain open.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","A MILP Model For Conflict-Free Routing Problem With Partial Charging In Multiple-AGV System","semanticscholar:dae23a0a2e9ca97238bbba88bd2058bffcf410ee","2024-06","2024 IEEE 18th International Conference on Control & Automation (ICCA)","reframe_as_solvable_object; structural_prior_encoding","Joint AGV task allocation, collision-free routing, partial charging, and energy cost.","Evidence is limited to small and medium static instances; large-fleet online uncertainty remains unresolved.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","A Physical and Timing Aware Placement Optimization Framework Based on Graph Neural Network","openalex:W4409282411","2024-10","","decompose_and_delegate; structural_prior_encoding; unify_into_shared_representation","Interleaved placement and inaccurate timing estimation cause misguidance and repeated optimization.","Transfer beyond OpenCores at 22 nm and closed-loop downstream routability are unproven.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","A real-time bi-level path planning approach for the conflict-free routing problem of multi-AGV systems","semanticscholar:a5f65986f72df8c26c199ac7791144c1bca2add4","2024-12","Proceedings of the Institution of mechanical engineers. Part B, journal of engineering manufacture","decompose_and_delegate; structural_prior_encoding","Combining low-conflict static paths with millisecond dynamic collision control.","Fleet-scale performance, global solution quality, and robustness to uncertain travel times are unclear.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Abstracts of the 2024 50th Annual NATAS Conference","openalex:W4403217195","2024-10","Polymers","outside_taxonomy","Conference abstracts in polymer science.","Irrelevant.","openalex","teleportation-purification-memory-gap"
"经典碰撞/跨领域","Adaptive Routing Mechanism for LEO Satellite Network Based on Control Domain Partition","semanticscholar:da98d21e4b404104b5bf2e0760e4568a3ffa9f03","2025-01","IEEE TGCN","reframe_as_solvable_object; structural_prior_encoding","stale information and dynamic classical satellite topology","off-core classical satellite routing","semanticscholar","quantum-routing-scenario-gap_2"
"经典碰撞/跨领域","Advances in Battery Modeling and Management Systems","openalex:W4416414429","2025-11","Batteries","outside_taxonomy","Reviews battery management.","Unrelated.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Advances in Energy Storage, AI Optimisation, and Cybersecurity","openalex:W4413824418","2025-08","Energies","outside_taxonomy","Reviews EV-grid systems.","Unrelated.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Asymptotically Optimal Competitive Ratio for Online Allocation of Reusable Resources","openalex:W3132506527","2025-01","Operations Research","`characterize_limit_then_surpass`; br>`assumption_audit_and_pivot`","Classical nonreusable-resource algorithms and primal-dual analyses fail to reach optimal performance for reusable online resources.","The closure is model-specific; heterogeneous reuse durations, richer coupling constraints, nonstationary demand, and implementable low-overhead policies remain open.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","CCEA: A Clustering Co-Evolutionary Algorithm for Collaborative Multi-Load AGV Scheduling and Conflict-Free Routing in Smart Workshops","semanticscholar:51e911347ee00a0fe76b0af83dff887ee2c417f5","2026-04","2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA)","decompose_and_delegate; structural_prior_encoding","Joint grouping, assignment, sequencing, loading, and conflict-free routing at workshop scale.","Evaluation is offline and does not cover failures, dynamic demand, or changing layouts.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Conflict-Free Multi-AGV Path Planning in Narrow Passages Using an Improved GQPSO","semanticscholar:cb6d0f732af18b56be0930572b2eabc2d8b6d358","2025-11","International Conference Robotics and Automation Engineering","structural_prior_encoding","Narrow passages create deadlocks while population search is vulnerable to local optima.","Fixed ID priority may be inefficient or unfair for larger, dynamic bottlenecks.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Conflict-Free Routing of Twin Reclaimers in the Stockyard Based on a Time-Space Network Model","semanticscholar:a36fe8fea12400a41ebd159314039a7673f8452c","2025","IEEE Transactions on Automation Science and Engineering","decompose_and_delegate; reframe_as_solvable_object","NP-hard coordinated reclaimer routing with coupled timing and shared-track conflicts.","Real-time data and adaptive dynamic replanning are explicitly left for future work.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Did You Check the Right Pocket? Cost-Sensitive Store Routing for Memory-Augmented Agents","arxiv:2603.15658v1","2026-03","arXiv","heterogeneous_decomposition; reframe_as_solvable_object","Routing queries among specialized memory stores to reduce context cost while preserving answer coverage.","Evidence relies on an oracle router; learned routing, generalization, and robustness remain open.","arxiv","purification-memory-routing-audit"
"经典碰撞/跨领域","Discrete Effort Distribution via Regret-Enabled Greedy Algorithm","openalex:W4412804904","2025-07","Lecture notes in computer science","`outside_taxonomy`","The title suggests discrete allocation of effort under regret-sensitive decisions.","With no abstract, the mechanism, taxonomy fit, assumptions, guarantees, and remaining technical gap cannot be assessed reliably.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","Efficient Conflict Avoidance by Proactive 4D-Routing","semanticscholar:bd3e9eef9eb7e7303b32672f37d80b18b66876d7","2024-09","Symposium on Dependable Autonomic and Secure Computing","assumption_audit_and_pivot","Local conflict resolutions can produce globally inefficient full trajectories.","The method assumes all obstacles are known and does not address online uncertainty or changing airspace.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Extended Tree Search for Robot Task and Motion Planning","openalex:W4405785696","2024-10","robotics venue","decompose_and_delegate; reframe_as_solvable_object","Couples symbolic task search with continuous motion binding.","Strong classical ancestor for route-plus-operation DAG search.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","FreqCache: Frequency-Aware Adaptive Branch Routing for Training-Free Diffusion Acceleration","semanticscholar:57dfbc88011ee9f4a3d83b310851d22e5a8f76e9","2026-06","Applied Sciences","generative_process_redesign; heterogeneous_decomposition","Static cache branches ignore stage-dependent frequency evolution during denoising.","Hand-designed intervals are U-Net-specific and unvalidated across architectures, samplers, and tasks.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Improved Informed RRT-connect for UAV Path Planning","openalex:W4406730150","2024-10","robotics venue","outside_taxonomy","Improves sampling-based UAV paths.","Unrelated.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Large-scale multi-load AGVs conflict-free scheduling based on intelligent e-commerce warehouse","semanticscholar:6e9a9d47a71ddece67575fc29203ede462406b8a","2024-10","International Symposium on Image and Signal Processing and Analysis","decompose_and_delegate; heterogeneous_decomposition; structural_prior_encoding","Large-scale multi-load scheduling couples allocation, sequencing, congestion, and collision avoidance.","The heuristic lacks optimality guarantees and validation under changing congestion and demand.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Latency-Aware Backup Resource Optimization for Virtual Networks Against Single Facility Node Failure","openalex:W4414603380","2025-09","IEEE Transactions on Network Science and Engineering","`assumption_audit_and_pivot`; br>`heterogeneous_decomposition`; br>`reframe_as_solvable_object`","Packaging all VNFs from a failed facility into one backup node wastes the flexibility to distribute backups while meeting latency limits.","The model covers a single facility failure with static demands; correlated failures, repair ordering, state consistency, and online reconfiguration remain unresolved.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","Latency-Aware Inter-domain Routing","semanticscholar:fe51975ff191c4ce76e2eca19f2f284250f0cb62","2024-01","arXiv.org","assumption_audit_and_pivot; reframe_as_solvable_object","adding abstract latency information to BGP","off-core classical control-plane setting","semanticscholar","quantum-routing-scenario-gap_2"
"经典碰撞/跨领域","Learning Generalizable Neural Solvers for Combinatorial Optimization Problems","openalex:W7124554746","2025-01","","outside_taxonomy","Neural combinatorial solvers tend to overfit training sizes and distributions.","The missing abstract prevents verification of a mechanism for reliable zero-shot transfer with retained solution quality.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Learning to Branch in Combinatorial Optimization with Hybrid Convolutional and Attentional Graph Neural Networks","openalex:W4408591825","2024-09","","reframe_as_solvable_object; structural_prior_encoding","Variable selection dominates branch-and-bound search cost for MILP problems.","Dependence on expert labels and robustness to unseen MILP families remain open.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Learning to Route Electric Trucks Under Operational Uncertainty","arxiv:2604.26566v1","2026-04","arXiv","reframe_as_solvable_object; structural_prior_encoding","Stochastic travel, energy demand, and shared chargers create a coupled routing problem intractable at scale.","Real-fleet transfer under distribution shifts, congestion, and equipment failures is unknown.","arxiv","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Make Each Token Count: Towards Improving Long-Context Performance with KV Cache Eviction","arxiv:2605.09649v1","2026-05","arXiv","heterogeneous_decomposition; targeted_self_supervised_objective","Learns global future utility for cache eviction.","Strong alias for learned eviction, but it lacks coupled two-endpoint occupancy and irreversible Swap/virtual-edge effects.","arxiv","entanglement-pair-eviction-routing-drl"
"经典碰撞/跨领域","Methods and means of conflict-free data exchange in the group of mobile robotic platforms","semanticscholar:7611fe20adb54366e9afc8ab8f17017ea0c6b726","2024","Ukrainian Journal of Information Technology","decompose_and_delegate; heterogeneous_decomposition; structural_prior_encoding","Collision-free, real-time communication for mixed-criticality mobile-robot traffic.","Scalable guaranteed-slot allocation and resilience to mobility, interference, and channel loss remain open.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Midterm Status Report of the ILC Technology Network","arxiv:2603.01172v1","2026-03","arXiv","outside_taxonomy","Accelerator engineering report.","Unrelated.","arxiv","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Online Rounding Schemes for $ k $-Rental Problems","openalex:W6967189265","2025-07","arXiv (Cornell University)","`relax_discrete_search_to_continuous`; br>`assumption_audit_and_pivot`; br>`characterize_limit_then_surpass`","Online integral allocation of reusable units needs competitive decisions, but lossless fractional-to-integral rounding fails with variable rental durations.","General heterogeneous units, richer feasibility constraints, stochastic/nonstationary settings, and practical rounding overhead remain open.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","Over-squashing in Graph Neural Networks: A comprehensive survey","openalex:W4410291636","2025-05","Neurocomputing","outside_taxonomy","Distant graph information is compressed through narrow message-passing cuts.","No universally effective, scalable mitigation across graph structures and task regimes is established.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Overview of Startups Developing AI for the Energy Sector","openalex:W4402577409","2024-09","Applied Sciences","outside_taxonomy","Reviews energy-sector AI startups.","Unrelated.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Poster: Few-Shot Inter-Domain Routing Threat Detection with Large-Scale Multi-Modal Pre-Training","semanticscholar:09729adc843be510386db2b32c0a582b71996b42","2024-01","ACM CCS","self_supervised_signal_engineering; structural_prior_encoding","labeled-data scarcity for classical BGP threat detection","off-core and not a routing allocator","semanticscholar","quantum-routing-scenario-gap_2"
"经典碰撞/跨领域","Preemption-Enhanced Benchmark Suite for FPGAs","openalex:W7105506675","2025-11","arXiv","controlled_diagnostic_design","Builds a benchmark for FPGA preemption.","Classical preemption is an alias threat, but the paper does not model two-endpoint entangled-pair occupancy or Swap graph rewrites.","openalex","entanglement-pair-eviction-routing-drl"
"经典碰撞/跨领域","Real-Time Conflict-Free Path Planning for Multi-AGVs Based on Deep Reinforcement Learning","semanticscholar:85b863854240caff8f3635e1ca389439a0585fe8","2024-05","2024 IEEE 13th Data Driven Control and Learning Systems Conference (DDCLS)","reframe_as_solvable_object; structural_prior_encoding","Real-time safe AGV routing under operational uncertainty and sparse rewards.","Validation is simulation-only; transfer across layouts, fleet sizes, and uncertainty regimes is unresolved.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","RetentiveKV: State-Space Memory for Uncertainty-Aware Multimodal KV Cache Eviction","arxiv:2605.04075v1","2026-04","arXiv","architectural_operator_substitution; targeted_self_supervised_objective","Learns uncertainty-aware KV retention.","Alias threat for learned cache eviction; no nonlocal paired resource or graph-rewrite action.","arxiv","entanglement-pair-eviction-routing-drl"
"经典碰撞/跨领域","Scalable and Effective Graph Neural Networks via Trainable Random Walk Sampling","openalex:W4405179228","2024-12","IEEE Transactions on Knowledge and Data Engineering","architectural_operator_substitution; structural_prior_encoding","Full-batch GNN training exhausts memory while standard message passing struggles with heterophily.","Sampling variance and convergence on dynamic or extremely heterophilous graphs remain unclear.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Scheduling Ground-Based Telescope Observations with Uncertain Nights","arxiv:2603.18730v1","2026-03","arXiv","reframe_as_solvable_object","Resource-constrained scheduling under uncertainty.","Classical unrelated application.","arxiv","teleportation-purification-memory-gap"
"经典碰撞/跨领域","Seizing windows of opportunity in green global value chains","openalex:W4413432949","2025-08","Journal of International Business Policy","outside_taxonomy","Studies industrial policy.","Unrelated.","openalex","single-teleportation-routing-gap-audit_3"
"经典碰撞/跨领域","Shapley-guided pruning for efficient graph neural architecture prediction in distributed learning environments","openalex:W4404870237","2024-11","Information Sciences","outside_taxonomy","Distributed GNN architecture prediction is compute- and communication-intensive.","The absent abstract prevents verification that Shapley estimates remain reliable under non-IID clients or preserve accuracy.","openalex","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Simultaneous Feeder Routing and Conductor Selection in Rural Distribution Networks Using an Exact MINLP Approach","semanticscholar:734db66896932c89c57bfed8e3c812eea49e6a0f","2025-04","Smart Cities","reframe_as_solvable_object; unify_into_shared_representation","Separating feeder topology and conductor sizing produces globally suboptimal network plans.","Exact MINLP scalability beyond small test systems and robustness to uncertain loads are unclear.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Spatio-Temporal Datacenter Selection and Routing in Bandwidth-Limited Optical Satellite Networks","semanticscholar:7bde6b616bb153b3b59e3c5dc41d22873afab9ba","2025-11","Asia Communications and Photonics conference and Exhibition","decompose_and_delegate; heterogeneous_decomposition","Tidal user demand and geographically anchored datacenters jointly create satellite congestion.","Stochastic demand, control overhead, fairness, and robustness to topology errors are not evaluated.","semanticscholar","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Surrogate Structure-Specific Probabilistic Dynamic Responses using Partial Information","semanticscholar:2e273c7b4a08b55afcce6a0b650999f3f0d9df4b","2025-01","Engineering Structures","controlled_diagnostic_design; unify_into_shared_representation","off-core probabilistic structural prediction","off-core analogue only","semanticscholar","quantum-routing-scenario-gap_2"
"经典碰撞/跨领域","The Open Ant: A Robot Platform for Reinforcement Learning Research","arxiv:2607.18488v1","2026-07","arXiv","controlled_diagnostic_design","Simulation-dominant RL makes physical transfer uncertain and robot evaluation inaccessible.","Conclusions remain limited to one morphology and a small set of learning algorithms.","arxiv","atomic-batch-quantum-routing"
"经典碰撞/跨领域","To Optimize Human-in-the-Loop Learning in Repeated Routing Games","openalex:W4404520367","2024-11","IEEE Transactions on Mobile Computing","`characterize_limit_then_surpass`; br>`assumption_audit_and_pivot`; br>`heterogeneous_decomposition`","One-shot/myopic routing models and uniform information policies fail for non-myopic users with different observation histories.","The optimality result is for a stylized parallel network and non-monetary mechanisms; general graphs, evolving populations, bounded rationality, and compliance remain open.","openalex","teleportation-routing-rollback-gap"
"经典碰撞/跨领域","Value Bonuses using Ensemble Errors for Exploration in Reinforcement Learning","arxiv:2602.12375v1","2026-02","arXiv","architectural_operator_substitution; self_supervised_signal_engineering","Conventional reward bonuses are retrospective and fail to encourage first visits.","Ensemble cost and calibration in continuous, high-dimensional sparse-reward tasks are untested.","arxiv","atomic-batch-quantum-routing"
"经典碰撞/跨领域","Vehicle-drone collaborative distribution path planning","openalex:W4404246980","2024-11","Discover Computing","outside_taxonomy","Optimizes classical collaborative distribution.","Only a generic multi-resource routing ancestor.","openalex","single-teleportation-routing-gap-audit_3"
"检索噪声/弱相关","A critical analysis of deployed use cases for quantum key distribution and comparison with post-quantum cryptography","openalex:W4410121596","2025-05","EPJ Quantum Technology","controlled_diagnostic_design","Audits deployed QKD use cases.","Off-topic for entanglement routing.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","A Load Balancing Routing Algorithm for Quantum Key Distribution Networks","openalex:W4411539878","2025-02","openalex","outside_taxonomy","Not relevant to finite-memory entanglement routing.","Off-topic for the stated bottleneck.","openalex","logical-memory-deadlock-drl_2"
"检索噪声/弱相关","Aquas: Enhancing Domain Specialization through Holistic Hardware-Software Co-Optimization based on MLIR","openalex:W7108248269","2025-11","arXiv","architectural_operator_substitution; heterogeneous_decomposition","Co-optimizes hardware and software for domain-specific processors.","Off-topic.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Bloom Filters at Fifty: From Probabilistic Foundations to Modern Engineering and Applications","openalex:W7108714650","2025-12","Algorithms","outside_taxonomy","Reviews Bloom filters and approximate membership structures.","Off-topic for quantum-network entanglement routing.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Computational Power of Random Quantum Circuits in Arbitrary Geometries","openalex:W4410344559","2025-05","Physical Review X","characterize_limit_then_surpass","Characterizes classical simulation limits of random quantum circuits.","Off-topic for network routing.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Evaluating Machine Learning Models for DDoS Detection in SDNs","openalex:W7143410717","2026-01","Journal of Advances in Information Technology","controlled_diagnostic_design","Compares ML models for DDoS detection.","Off-topic.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","FLAMA: Architecting Floating-Point Atomic Memory Operations for Heterogeneous HPC Systems","openalex:W4417169331","2025-09","conference","architectural_operator_substitution","Designs floating-point atomic memory operations for heterogeneous computing.","Off-topic; only a lexical memory match.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Hash Tables as Engines of Randomness at the Limits of Computation: A Unified Review of Algorithms","openalex:W4417466697","2025-12","Algorithms","outside_taxonomy","Reviews hash-table algorithms.","Off-topic.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Imacoqwa’s Arrow","openalex:W7137612875","2025-01","OAPEN","outside_taxonomy","Ethnographic monograph.","Off-topic.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Leveraging Programmable Data Plane for Network Intrusion Detection: A Survey","openalex:W4412720801","2025-01","SSRN Electronic Journal","outside_taxonomy","Surveys programmable-data-plane intrusion detection.","Off-topic.","openalex","entanglement-pair-eviction-routing-drl"
"检索噪声/弱相关","Near-field strong coupling and entanglement of quantum emitters for room-temperature quantum technologies","openalex:W4403513652","2024-10","PhotoniX","outside_taxonomy","Not relevant to finite-memory entanglement routing.","Off-topic for the stated bottleneck.","openalex","logical-memory-deadlock-drl_2"
"检索噪声/弱相关","Perfect chiral quantum routing","openalex:W4409015731","2025-03","Physical review. A/Physical review, A","outside_taxonomy","Not relevant to finite-memory entanglement routing.","Off-topic for the stated bottleneck.","openalex","logical-memory-deadlock-drl_2"
"检索噪声/弱相关","Quantum cryptography: Theoretical foundations and practical implementations for the protection of critical infrastructure","openalex:W7125416668","2025-08","Naukovij žurnal «Tehnìka ta energetika»","outside_taxonomy","Surveys QKD deployment criteria.","Off-topic for entanglement routing and memory reclamation.","openalex","entanglement-pair-eviction-routing-drl"
